

gen best mean std
0 20.181152 -4.53523 5.371736
1 27.363125 -0.67426 6.943541
2 27.358 4.858551 7.073499
3 27.36416 7.690156 5.76564
4 26.137989 8.85167 6.054912
5 28.295478 11.811938 6.872566
6 26.137989 12.522661 7.221598
7 25.520759 13.185337 6.992546
8 25.261456 13.933519 6.287705
9 32.706628 14.150099 6.99191
10 34.92243 15.087904 6.917031
11 34.869994 15.432001 7.474208
12 43.021681 15.974139 7.949428
13 34.869994 16.581313 7.331736
14 32.706628 16.640122 7.487331
