

gen best mean std
0 7.976957 -5.485172 4.130461
1 29.534305 -0.835848 6.771809
2 29.510619 3.526772 7.014789
3 46.772166 7.946279 7.391824
4 46.773572 9.475108 7.704219
5 46.76551 10.793514 8.224393
6 46.767301 12.6236 8.906535
7 46.772699 13.877574 9.260966
8 46.774581 15.334538 9.352824
9 46.773572 18.333867 9.522436
10 46.76551 20.620507 9.151256
11 46.76551 22.056437 9.093315
12 46.772699 23.781958 8.430411
13 46.77438 24.753535 8.816305
14 53.436443 25.65914 9.252976
