

gen best mean std
0 6.15294 -5.856459 4.435752
1 22.557849 -0.890831 6.453945
2 34.975963 3.822938 7.224575
3 34.969047 6.229451 6.560747
4 28.227203 6.895731 5.650074
5 25.9429 6.867731 5.692042
6 25.827491 7.761695 5.981077
7 24.684256 7.781418 6.252443
8 43.030213 8.758856 7.190859
9 53.38463 10.451714 9.000463
10 43.030213 10.990447 8.57635
11 55.148496 12.111078 9.711227
12 43.030213 11.567207 9.577897
13 41.144967 13.269726 8.78508
14 39.676825 14.403536 8.356341
