

gen best mean std
0 12.302086 -5.337753 3.69645
1 31.086252 -0.893218 6.599155
2 31.085836 4.762381 6.194699
3 27.450745 6.444533 5.153598
4 25.286136 8.083784 5.248823
5 36.479928 9.724783 6.657246
6 37.79836 10.298916 7.822938
7 36.479928 11.205264 7.331789
8 38.635504 12.211755 7.784152
9 36.479928 11.997475 7.477889
10 34.028706 11.883576 6.98205
11 30.954447 12.121653 6.921886
12 30.837698 12.195429 6.611188
13 30.648505 11.950136 6.421233
14 38.46439 12.354029 6.95527
