

gen best mean std
0 15.280951 -5.604375 4.694221
1 24.739637 -1.363747 7.216878
2 24.695361 3.355381 6.819832
3 24.695361 8.334913 5.861741
4 39.817657 11.526728 8.710894
5 49.043409 14.818852 9.711538
6 48.96715 18.493066 9.766062
7 49.043409 22.463071 9.948055
8 58.126695 26.627377 10.605006
9 58.099748 30.142406 10.738169
10 58.099748 34.233255 10.383412
11 58.13279 37.645162 9.099751
12 58.111589 38.099705 10.350039
13 58.099748 38.549157 11.012009
14 58.084008 40.512636 9.450214
