,index,group,enemies_slain,gain,player_life,enemy_life,time,index,group,enemies_slain,gain,player_life,enemy_life,time
0,0,best,4.0,-31.9199999999992,21.010000000000094,25.0,248.0,0,best,4.0,-31.9199999999992,21.010000000000094,25.0,248.0
