

gen best mean std
0 21.348532 -5.130387 5.103257
1 18.907034 -3.146323 5.341894
2 23.330258 -0.014659 6.5656
3 37.128636 2.705633 7.709887
4 37.130143 5.527186 7.693095
5 41.778646 7.62525 9.002714
6 41.771531 8.467643 8.527805
7 41.799869 9.346876 9.888573
8 41.788804 9.76028 11.204738
9 43.032884 12.423162 12.290659
10 43.044248 13.841857 12.492138
11 46.754695 15.750427 12.841049
12 46.750774 18.131554 13.544426
13 44.662473 18.83952 13.427877
14 44.65363 18.600821 14.325285
