

gen best mean std
0 6.471648 -5.140042 4.137735
1 18.423366 -0.970044 6.011314
2 20.810271 3.425136 5.403575
3 27.496873 6.90652 5.288001
4 40.278561 9.263309 7.158133
5 40.352001 11.219599 8.557157
6 45.807592 13.759251 9.306449
7 46.015743 16.078385 10.312561
8 45.996383 18.237411 9.687297
9 46.00945 20.715505 9.135781
10 45.988032 22.695216 8.275054
11 46.031205 25.092695 7.945783
12 46.046268 26.215697 7.808956
13 46.067589 28.002151 7.293047
14 49.784808 29.012157 7.730765
