

gen best mean std
0 22.242551 -4.903892 5.559651
1 22.240065 -2.321428 6.318513
2 33.504601 2.200114 7.850128
3 32.595385 5.085882 7.638609
4 32.368959 6.206463 8.185485
5 32.621652 6.857407 8.328519
6 50.688807 8.412911 9.271235
7 50.682525 9.357566 9.640543
8 50.688807 9.27975 10.128814
9 50.687741 11.06294 9.419839
10 50.688264 11.42762 9.549097
11 50.689605 11.344481 10.337121
12 50.689605 12.38137 10.428881
13 53.435164 14.189866 11.073912
14 53.375804 14.378078 11.563582
