

gen best mean std
0 28.268251 -3.897397 6.805893
1 28.133735 0.343758 7.811177
2 35.071677 5.786164 8.027942
3 29.511015 8.176171 5.994333
4 64.249498 10.460845 8.960912
5 31.656942 10.935347 7.571088
6 36.898105 13.622194 8.495909
7 34.048167 14.375293 9.167039
8 32.095168 14.987523 8.917022
9 31.656942 15.352705 9.001011
10 31.45893 15.981107 8.684573
11 38.592548 16.398788 8.743206
12 32.22449 16.952392 8.578756
13 37.067548 17.359741 8.870129
14 32.22449 17.126508 8.809449
